阅览室名称,校区,楼层,座位号,room_id,seat_id
第八阅览室北区,西校区,6,60,9,7917
第八阅览室北区,西校区,6,61,9,7704
第八阅览室北区,西校区,6,62,9,7705
第八阅览室北区,西校区,6,63,9,7661
第八阅览室北区,西校区,6,64,9,7662
第八阅览室北区,西校区,6,65,9,7618
第八阅览室北区,西校区,6,66,9,7619
第八阅览室北区,西校区,6,67,9,7575
第八阅览室北区,西校区,6,68,9,7576
第八阅览室北区,西校区,6,69,9,7578
第八阅览室北区,西校区,6,70,9,7579
第八阅览室北区,西校区,6,71,9,7621
第八阅览室北区,西校区,6,72,9,7622
第八阅览室北区,西校区,6,73,9,7664
第八阅览室北区,西校区,6,74,9,7665
第八阅览室北区,西校区,6,75,9,7707
第八阅览室北区,西校区,6,76,9,7708
第八阅览室北区,西校区,6,77,9,7791
第八阅览室北区,西校区,6,78,9,19641
第八阅览室北区,西校区,6,79,9,7834
第八阅览室北区,西校区,6,80,9,19642
第八阅览室北区,西校区,6,81,9,7877
第八阅览室北区,西校区,6,82,9,19643
第八阅览室北区,西校区,6,83,9,7920
第八阅览室北区,西校区,6,84,9,19644
第八阅览室北区,西校区,6,85,9,7923
第八阅览室北区,西校区,6,86,9,19648
第八阅览室北区,西校区,6,87,9,19640
第八阅览室北区,西校区,6,88,9,19647
第八阅览室北区,西校区,6,89,9,19639
第八阅览室北区,西校区,6,90,9,19646
第八阅览室北区,西校区,6,91,9,7794
第八阅览室北区,西校区,6,92,9,19645
第八阅览室北区,西校区,6,93,9,7710
第八阅览室北区,西校区,6,94,9,7711
第八阅览室北区,西校区,6,95,9,7667
第八阅览室北区,西校区,6,96,9,7668
第八阅览室北区,西校区,6,97,9,7624
第八阅览室北区,西校区,6,98,9,7625
第八阅览室北区,西校区,6,99,9,7581
第八阅览室北区,西校区,6,100,9,7582
第八阅览室北区,西校区,6,101,9,7584
第八阅览室北区,西校区,6,102,9,7585
第八阅览室北区,西校区,6,103,9,7627
第八阅览室北区,西校区,6,104,9,7628
第八阅览室北区,西校区,6,105,9,7670
第八阅览室北区,西校区,6,106,9,7671
第八阅览室北区,西校区,6,107,9,7713
第八阅览室北区,西校区,6,108,9,7714
第八阅览室北区,西校区,6,109,9,7797
第八阅览室北区,西校区,6,110,9,19649
第八阅览室北区,西校区,6,111,9,7840
第八阅览室北区,西校区,6,112,9,19650
第八阅览室北区,西校区,6,113,9,7883
第八阅览室北区,西校区,6,114,9,19651
第八阅览室北区,西校区,6,115,9,7926
第八阅览室北区,西校区,6,116,9,19652
第八阅览室北区,西校区,6,117,9,19658
第八阅览室北区,西校区,6,118,9,19662
第八阅览室北区,西校区,6,119,9,19657
第八阅览室北区,西校区,6,120,9,19661
第八阅览室北区,西校区,6,121,9,19656
第八阅览室北区,西校区,6,122,9,19660
第八阅览室北区,西校区,6,123,9,19653
第八阅览室北区,西校区,6,124,9,19659
第八阅览室北区,西校区,6,125,9,7716
第八阅览室北区,西校区,6,126,9,7717
第八阅览室北区,西校区,6,127,9,7673
第八阅览室北区,西校区,6,128,9,7674
第八阅览室北区,西校区,6,129,9,7630
第八阅览室北区,西校区,6,130,9,7631
第八阅览室北区,西校区,6,131,9,7587
第八阅览室北区,西校区,6,132,9,7588
第八阅览室北区,西校区,6,133,9,7590
第八阅览室北区,西校区,6,134,9,7591
第八阅览室北区,西校区,6,135,9,7633
第八阅览室北区,西校区,6,136,9,7634
第八阅览室北区,西校区,6,137,9,7676
第八阅览室北区,西校区,6,138,9,7677
第八阅览室北区,西校区,6,139,9,7719
第八阅览室北区,西校区,6,140,9,7720
第八阅览室北区,西校区,6,141,9,19634
第八阅览室北区,西校区,6,142,9,19663
第八阅览室北区,西校区,6,143,9,19635
第八阅览室北区,西校区,6,144,9,19664
第八阅览室北区,西校区,6,145,9,19636
第八阅览室北区,西校区,6,146,9,19665
第八阅览室北区,西校区,6,147,9,19637
第八阅览室北区,西校区,6,148,9,19666
第八阅览室北区,西校区,6,149,9,19629
第八阅览室北区,西校区,6,150,9,19670
第八阅览室北区,西校区,6,151,9,19628
第八阅览室北区,西校区,6,152,9,19669
第八阅览室北区,西校区,6,153,9,19627
第八阅览室北区,西校区,6,154,9,19668
第八阅览室北区,西校区,6,155,9,19626
第八阅览室北区,西校区,6,156,9,19667
第八阅览室北区,西校区,6,157,9,7722
第八阅览室北区,西校区,6,158,9,7723
第八阅览室北区,西校区,6,159,9,7679
第八阅览室北区,西校区,6,160,9,7680
第八阅览室北区,西校区,6,161,9,7636
第八阅览室北区,西校区,6,162,9,7637
第八阅览室北区,西校区,6,163,9,7593
第八阅览室北区,西校区,6,164,9,7594
第八阅览室北区,西校区,6,165,9,7596
第八阅览室北区,西校区,6,166,9,7597
第八阅览室北区,西校区,6,167,9,7639
第八阅览室北区,西校区,6,168,9,7640
第八阅览室北区,西校区,6,169,9,7682
第八阅览室北区,西校区,6,170,9,7683
第八阅览室北区,西校区,6,171,9,7725
第八阅览室北区,西校区,6,172,9,7726
第八阅览室北区,西校区,6,173,9,7599
第八阅览室北区,西校区,6,174,9,7600
第八阅览室北区,西校区,6,175,9,7642
第八阅览室北区,西校区,6,176,9,7643
第八阅览室北区,西校区,6,177,9,7685
第八阅览室北区,西校区,6,178,9,7686
第八阅览室北区,西校区,6,179,9,7728
第八阅览室北区,西校区,6,180,9,7729
第八阅览室北区,西校区,6,181,9,19671
第八阅览室北区,西校区,6,182,9,20407
第八阅览室北区,西校区,6,183,9,19672
第八阅览室北区,西校区,6,184,9,20408
第八阅览室北区,西校区,6,185,9,19673
第八阅览室北区,西校区,6,186,9,20409
第八阅览室北区,西校区,6,187,9,19674
第八阅览室北区,西校区,6,188,9,20410
第八阅览室北区,西校区,6,189,9,19617
第八阅览室北区,西校区,6,190,9,19678
第八阅览室北区,西校区,6,191,9,19616
第八阅览室北区,西校区,6,192,9,19677
第八阅览室北区,西校区,6,193,9,19615
第八阅览室北区,西校区,6,194,9,19676
第八阅览室北区,西校区,6,195,9,19614
第八阅览室北区,西校区,6,196,9,19675
第八阅览室北区,西校区,6,197,9,7731
第八阅览室北区,西校区,6,198,9,7732
第八阅览室北区,西校区,6,199,9,7688
第八阅览室北区,西校区,6,200,9,7689
第八阅览室北区,西校区,6,201,9,7645
第八阅览室北区,西校区,6,202,9,7646
第八阅览室北区,西校区,6,203,9,7602
第八阅览室北区,西校区,6,204,9,7603
第二阅览室北区,西校区,3,1,11,15343
第二阅览室北区,西校区,3,2,11,15384
第二阅览室北区,西校区,3,3,11,15344
第二阅览室北区,西校区,3,4,11,15385
第二阅览室北区,西校区,3,5,11,15466
第二阅览室北区,西校区,3,6,11,15507
第二阅览室北区,西校区,3,7,11,15467
第二阅览室北区,西校区,3,8,11,15508
第二阅览室北区,西校区,3,9,11,15589
第二阅览室北区,西校区,3,10,11,15630
第二阅览室北区,西校区,3,11,11,15590
第二阅览室北区,西校区,3,12,11,15631
第二阅览室北区,西校区,3,13,11,20164
第二阅览室北区,西校区,3,14,11,20165
第二阅览室北区,西校区,3,15,11,20166
第二阅览室北区,西校区,3,16,11,20167
第二阅览室北区,西校区,3,17,11,20168
第二阅览室北区,西校区,3,18,11,20169
第二阅览室北区,西校区,3,19,11,20170
第二阅览室北区,西校区,3,20,11,20171
第二阅览室北区,西校区,3,21,11,20172
第二阅览室北区,西校区,3,22,11,20173
第二阅览室北区,西校区,3,23,11,20174
第二阅览室北区,西校区,3,24,11,20175
第二阅览室北区,西校区,3,25,11,20176
第二阅览室北区,西校区,3,26,11,20177
第二阅览室北区,西校区,3,27,11,20178
第二阅览室北区,西校区,3,28,11,20179
第二阅览室北区,西校区,3,29,11,15309
第二阅览室北区,西校区,3,30,11,15308
第二阅览室北区,西校区,3,31,11,15350
第二阅览室北区,西校区,3,32,11,15349
第二阅览室北区,西校区,3,33,11,15391
第二阅览室北区,西校区,3,34,11,15390
第二阅览室北区,西校区,3,35,11,15432
第二阅览室北区,西校区,3,36,11,15431
第二阅览室北区,西校区,3,37,11,15514
第二阅览室北区,西校区,3,38,11,15513
第二阅览室北区,西校区,3,39,11,15555
第二阅览室北区,西校区,3,40,11,15554
第二阅览室北区,西校区,3,41,11,15596
第二阅览室北区,西校区,3,42,11,15595
第二阅览室北区,西校区,3,43,11,15637
第二阅览室北区,西校区,3,44,11,15636
第二阅览室北区,西校区,3,45,11,15639
第二阅览室北区,西校区,3,46,11,15640
第二阅览室北区,西校区,3,47,11,15598
第二阅览室北区,西校区,3,48,11,15599
第二阅览室北区,西校区,3,49,11,15557
第二阅览室北区,西校区,3,50,11,15558
第二阅览室北区,西校区,3,51,11,15516
第二阅览室北区,西校区,3,52,11,15517
第二阅览室北区,西校区,3,53,11,20180
第二阅览室北区,西校区,3,54,11,15435
第二阅览室北区,西校区,3,55,11,15393
第二阅览室北区,西校区,3,56,11,15394
第二阅览室北区,西校区,3,57,11,15352
第二阅览室北区,西校区,3,58,11,15353
第二阅览室北区,西校区,3,59,11,15311
第二阅览室北区,西校区,3,60,11,15312
第二阅览室北区,西校区,3,61,11,15316
第二阅览室北区,西校区,3,62,11,15315
第二阅览室北区,西校区,3,63,11,15357
第二阅览室北区,西校区,3,64,11,15356
第二阅览室北区,西校区,3,65,11,15398
第二阅览室北区,西校区,3,66,11,15397
第二阅览室北区,西校区,3,67,11,15439
第二阅览室北区,西校区,3,68,11,15438
第二阅览室北区,西校区,3,69,11,15520
第二阅览室北区,西校区,3,70,11,15519
第二阅览室北区,西校区,3,71,11,15561
第二阅览室北区,西校区,3,72,11,15560
第二阅览室北区,西校区,3,73,11,15602
第二阅览室北区,西校区,3,74,11,15601
第二阅览室北区,西校区,3,75,11,15643
第二阅览室北区,西校区,3,76,11,15642
第二阅览室北区,西校区,3,77,11,15645
第二阅览室北区,西校区,3,78,11,15646
第二阅览室北区,西校区,3,79,11,15604
第二阅览室北区,西校区,3,80,11,15605
第二阅览室北区,西校区,3,81,11,15563
第二阅览室北区,西校区,3,82,11,15564
第二阅览室北区,西校区,3,83,11,15522
第二阅览室北区,西校区,3,84,11,15523
第二阅览室北区,西校区,3,85,11,15441
第二阅览室北区,西校区,3,86,11,15442
第二阅览室北区,西校区,3,87,11,15400
第二阅览室北区,西校区,3,88,11,15401
第二阅览室北区,西校区,3,89,11,15359
第二阅览室北区,西校区,3,90,11,15360
第二阅览室北区,西校区,3,91,11,15318
第二阅览室北区,西校区,3,92,11,15319
第二阅览室北区,西校区,3,93,11,15322
第二阅览室北区,西校区,3,94,11,15321
第二阅览室北区,西校区,3,95,11,15363
第二阅览室北区,西校区,3,96,11,15362
第二阅览室北区,西校区,3,97,11,15404
第二阅览室北区,西校区,3,98,11,15403
第二阅览室北区,西校区,3,99,11,15445
第二阅览室北区,西校区,3,100,11,15444
第二阅览室北区,西校区,3,101,11,15526
第二阅览室北区,西校区,3,102,11,15525
第二阅览室北区,西校区,3,103,11,15567
第二阅览室北区,西校区,3,104,11,15566
第二阅览室北区,西校区,3,105,11,15608
第二阅览室北区,西校区,3,106,11,15607
第二阅览室北区,西校区,3,107,11,15649
第二阅览室北区,西校区,3,108,11,15648
第二阅览室北区,西校区,3,109,11,20181
第二阅览室北区,西校区,3,110,11,20182
第二阅览室北区,西校区,3,111,11,20183
第二阅览室北区,西校区,3,112,11,20184
第二阅览室北区,西校区,3,113,11,20185
第二阅览室北区,西校区,3,114,11,20186
第二阅览室北区,西校区,3,115,11,20187
第二阅览室北区,西校区,3,116,11,20188
第二阅览室北区,西校区,3,117,11,20189
第二阅览室北区,西校区,3,118,11,20190
第二阅览室北区,西校区,3,119,11,20191
第二阅览室北区,西校区,3,120,11,20192
第二阅览室北区,西校区,3,121,11,20193
第二阅览室北区,西校区,3,122,11,20194
第二阅览室北区,西校区,3,123,11,20195
第二阅览室北区,西校区,3,124,11,20196
第二阅览室北区,西校区,3,125,11,15329
第二阅览室北区,西校区,3,126,11,15328
第二阅览室北区,西校区,3,127,11,15370
第二阅览室北区,西校区,3,128,11,15369
第二阅览室北区,西校区,3,129,11,15411
第二阅览室北区,西校区,3,130,11,15410
第二阅览室北区,西校区,3,131,11,15452
第二阅览室北区,西校区,3,132,11,15451
第二阅览室北区,西校区,3,133,11,15532
第二阅览室北区,西校区,3,134,11,15531
第二阅览室北区,西校区,3,135,11,15573
第二阅览室北区,西校区,3,136,11,15572
第二阅览室北区,西校区,3,137,11,15614
第二阅览室北区,西校区,3,138,11,15613
第二阅览室北区,西校区,3,139,11,15655
第二阅览室北区,西校区,3,140,11,15654
第二阅览室北区,西校区,3,141,11,15657
第二阅览室北区,西校区,3,142,11,15658
第二阅览室北区,西校区,3,143,11,15616
第二阅览室北区,西校区,3,144,11,20197
第二阅览室北区,西校区,3,145,11,20198
第二阅览室北区,西校区,3,146,11,20199
第二阅览室北区,西校区,3,147,11,20200
第二阅览室北区,西校区,3,148,11,20201
第二阅览室北区,西校区,3,149,11,15454
第二阅览室北区,西校区,3,150,11,15455
第二阅览室北区,西校区,3,151,11,15413
第二阅览室北区,西校区,3,152,11,15414
第二阅览室北区,西校区,3,153,11,15372
第二阅览室北区,西校区,3,154,11,15373
第二阅览室北区,西校区,3,155,11,15331
第二阅览室北区,西校区,3,156,11,15332
第二阅览室北区,西校区,3,157,11,15336
第二阅览室北区,西校区,3,158,11,15335
第二阅览室北区,西校区,3,159,11,15377
第二阅览室北区,西校区,3,160,11,15376
第二阅览室北区,西校区,3,161,11,15418
第二阅览室北区,西校区,3,162,11,15417
第二阅览室北区,西校区,3,163,11,15459
第二阅览室北区,西校区,3,164,11,15458
第二阅览室北区,西校区,3,165,11,15538
第二阅览室北区,西校区,3,166,11,15537
第二阅览室北区,西校区,3,167,11,15579
第二阅览室北区,西校区,3,168,11,15578
第二阅览室北区,西校区,3,169,11,20202
第二阅览室北区,西校区,3,170,11,20203
第二阅览室北区,西校区,3,171,11,20204
第二阅览室北区,西校区,3,172,11,20205
第二阅览室北区,西校区,3,173,11,20207
第二阅览室北区,西校区,3,174,11,20206
第二阅览室北区,西校区,3,175,11,20209
第二阅览室北区,西校区,3,176,11,20208
第二阅览室北区,西校区,3,177,11,20211
第二阅览室北区,西校区,3,178,11,20210
第二阅览室北区,西校区,3,179,11,20213
第二阅览室北区,西校区,3,180,11,20212
第二阅览室北区,西校区,3,181,11,15666
第二阅览室北区,西校区,3,182,11,15667
第二阅览室北区,西校区,3,183,11,15625
第二阅览室北区,西校区,3,184,11,15626
第二阅览室北区,西校区,3,185,11,15584
第二阅览室北区,西校区,3,186,11,15585
第二阅览室北区,西校区,3,187,11,15543
第二阅览室北区,西校区,3,188,11,15544
第二阅览室北区,西校区,3,189,11,15461
第二阅览室北区,西校区,3,190,11,15462
第二阅览室北区,西校区,3,191,11,15420
第二阅览室北区,西校区,3,192,11,15421
第二阅览室北区,西校区,3,193,11,15379
第二阅览室北区,西校区,3,194,11,15380
第二阅览室北区,西校区,3,195,11,15338
第二阅览室北区,西校区,3,196,11,15339
第二阅览室中区,西校区,3,197,12,2786
第二阅览室中区,西校区,3,198,12,2793
第二阅览室中区,西校区,3,199,12,2787
第二阅览室中区,西校区,3,200,12,2794
第二阅览室中区,西校区,3,201,12,2788
第二阅览室中区,西校区,3,202,12,2795
第二阅览室中区,西校区,3,203,12,2789
第二阅览室中区,西校区,3,204,12,2796
第二阅览室中区,西校区,3,205,12,2775
第二阅览室中区,西校区,3,206,12,2768
第二阅览室中区,西校区,3,207,12,2774
第二阅览室中区,西校区,3,208,12,2767
第二阅览室中区,西校区,3,209,12,2773
第二阅览室中区,西校区,3,210,12,2766
第二阅览室中区,西校区,3,211,12,2772
第二阅览室中区,西校区,3,212,12,2765
第二阅览室中区,西校区,3,213,12,2744
第二阅览室中区,西校区,3,214,12,2751
第二阅览室中区,西校区,3,215,12,2745
第二阅览室中区,西校区,3,216,12,2752
第二阅览室中区,西校区,3,217,12,2746
第二阅览室中区,西校区,3,218,12,2753
第二阅览室中区,西校区,3,219,12,2747
第二阅览室中区,西校区,3,220,12,2754
第二阅览室中区,西校区,3,221,12,2733
第二阅览室中区,西校区,3,222,12,2726
第二阅览室中区,西校区,3,223,12,2732
第二阅览室中区,西校区,3,224,12,2725
第二阅览室中区,西校区,3,225,12,2731
第二阅览室中区,西校区,3,226,12,2724
第二阅览室中区,西校区,3,227,12,2730
第二阅览室中区,西校区,3,228,12,2723
第二阅览室中区,西校区,3,229,12,2702
第二阅览室中区,西校区,3,230,12,2709
第二阅览室中区,西校区,3,231,12,2703
第二阅览室中区,西校区,3,232,12,2710
第二阅览室中区,西校区,3,233,12,2704
第二阅览室中区,西校区,3,234,12,2711
第二阅览室中区,西校区,3,235,12,2705
第二阅览室中区,西校区,3,236,12,2712
第二阅览室中区,西校区,3,237,12,2691
第二阅览室中区,西校区,3,238,12,2684
第二阅览室中区,西校区,3,239,12,2690
第二阅览室中区,西校区,3,240,12,2683
第二阅览室中区,西校区,3,241,12,2689
第二阅览室中区,西校区,3,242,12,20214
第二阅览室中区,西校区,3,243,12,2688
第二阅览室中区,西校区,3,244,12,20215
第二阅览室南区,西校区,3,245,13,15978
第二阅览室南区,西校区,3,246,13,15979
第二阅览室南区,西校区,3,247,13,15940
第二阅览室南区,西校区,3,248,13,15941
第二阅览室南区,西校区,3,249,13,15902
第二阅览室南区,西校区,3,250,13,15903
第二阅览室南区,西校区,3,251,13,15864
第二阅览室南区,西校区,3,252,13,15865
第二阅览室南区,西校区,3,253,13,15862
第二阅览室南区,西校区,3,254,13,15861
第二阅览室南区,西校区,3,255,13,15900
第二阅览室南区,西校区,3,256,13,15899
第二阅览室南区,西校区,3,257,13,15938
第二阅览室南区,西校区,3,258,13,15937
第二阅览室南区,西校区,3,259,13,20216
第二阅览室南区,西校区,3,260,13,15975
第二阅览室南区,西校区,3,261,13,16051
第二阅览室南区,西校区,3,262,13,16050
第二阅览室南区,西校区,3,263,13,16089
第二阅览室南区,西校区,3,264,13,16088
第二阅览室南区,西校区,3,265,13,16127
第二阅览室南区,西校区,3,266,13,16126
第二阅览室南区,西校区,3,267,13,16165
第二阅览室南区,西校区,3,268,13,16164
第二阅览室南区,西校区,3,269,13,16161
第二阅览室南区,西校区,3,270,13,16162
第二阅览室南区,西校区,3,271,13,20217
第二阅览室南区,西校区,3,272,13,16124
第二阅览室南区,西校区,3,273,13,16085
第二阅览室南区,西校区,3,274,13,20218
第二阅览室南区,西校区,3,275,13,16047
第二阅览室南区,西校区,3,276,13,16048
第二阅览室南区,西校区,3,277,13,15972
第二阅览室南区,西校区,3,278,13,15973
第二阅览室南区,西校区,3,279,13,15934
第二阅览室南区,西校区,3,280,13,15935
第二阅览室南区,西校区,3,281,13,15896
第二阅览室南区,西校区,3,282,13,15897
第二阅览室南区,西校区,3,283,13,15858
第二阅览室南区,西校区,3,284,13,15859
第二阅览室南区,西校区,3,285,13,15856
第二阅览室南区,西校区,3,286,13,15855
第二阅览室南区,西校区,3,287,13,15894
第二阅览室南区,西校区,3,288,13,15893
第二阅览室南区,西校区,3,289,13,15932
第二阅览室南区,西校区,3,290,13,15931
第二阅览室南区,西校区,3,291,13,15970
第二阅览室南区,西校区,3,292,13,15969
第二阅览室南区,西校区,3,293,13,16045
第二阅览室南区,西校区,3,294,13,16044
第二阅览室南区,西校区,3,295,13,16083
第二阅览室南区,西校区,3,296,13,16082
第二阅览室南区,西校区,3,297,13,16121
第二阅览室南区,西校区,3,298,13,16120
第二阅览室南区,西校区,3,299,13,16159
第二阅览室南区,西校区,3,300,13,16158
第二阅览室南区,西校区,3,301,13,16154
第二阅览室南区,西校区,3,302,13,16155
第二阅览室南区,西校区,3,303,13,16116
第二阅览室南区,西校区,3,304,13,16117
第二阅览室南区,西校区,3,305,13,16078
第二阅览室南区,西校区,3,306,13,16079
第二阅览室南区,西校区,3,307,13,16040
第二阅览室南区,西校区,3,308,13,16041
第二阅览室南区,西校区,3,309,13,15966
第二阅览室南区,西校区,3,310,13,15967
第二阅览室南区,西校区,3,311,13,15928
第二阅览室南区,西校区,3,312,13,15929
第二阅览室南区,西校区,3,313,13,15890
第二阅览室南区,西校区,3,314,13,15891
第二阅览室南区,西校区,3,315,13,15852
第二阅览室南区,西校区,3,316,13,15853
第二阅览室南区,西校区,3,317,13,15850
第二阅览室南区,西校区,3,318,13,15849
第二阅览室南区,西校区,3,319,13,15888
第二阅览室南区,西校区,3,320,13,15887
第二阅览室南区,西校区,3,321,13,15926
第二阅览室南区,西校区,3,322,13,15925
第二阅览室南区,西校区,3,323,13,15964
第二阅览室南区,西校区,3,324,13,15963
第二阅览室南区,西校区,3,325,13,16038
第二阅览室南区,西校区,3,326,13,16037
第二阅览室南区,西校区,3,327,13,16076
第二阅览室南区,西校区,3,328,13,16075
第二阅览室南区,西校区,3,329,13,16114
第二阅览室南区,西校区,3,330,13,16113
第二阅览室南区,西校区,3,331,13,16152
第二阅览室南区,西校区,3,332,13,16151
第二阅览室南区,西校区,3,333,13,16148
第二阅览室南区,西校区,3,334,13,16149
第二阅览室南区,西校区,3,335,13,16110
第二阅览室南区,西校区,3,336,13,16111
第二阅览室南区,西校区,3,337,13,16072
第二阅览室南区,西校区,3,338,13,16073
第二阅览室南区,西校区,3,339,13,16034
第二阅览室南区,西校区,3,340,13,16035
第二阅览室南区,西校区,3,341,13,15960
第二阅览室南区,西校区,3,342,13,15961
第二阅览室南区,西校区,3,343,13,15922
第二阅览室南区,西校区,3,344,13,20219
第二阅览室南区,西校区,3,345,13,15884
第二阅览室南区,西校区,3,346,13,15885
第二阅览室南区,西校区,3,347,13,15846
第二阅览室南区,西校区,3,348,13,15847
第二阅览室南区,西校区,3,349,13,15844
第二阅览室南区,西校区,3,350,13,15843
第二阅览室南区,西校区,3,351,13,15882
第二阅览室南区,西校区,3,352,13,15881
第二阅览室南区,西校区,3,353,13,15920
第二阅览室南区,西校区,3,354,13,15919
第二阅览室南区,西校区,3,355,13,15958
第二阅览室南区,西校区,3,356,13,15957
第二阅览室南区,西校区,3,357,13,16144
第二阅览室南区,西校区,3,358,13,16145
第二阅览室南区,西校区,3,359,13,16106
第二阅览室南区,西校区,3,360,13,16107
第二阅览室南区,西校区,3,361,13,16068
第二阅览室南区,西校区,3,362,13,16069
第二阅览室南区,西校区,3,363,13,16030
第二阅览室南区,西校区,3,364,13,16031
第二阅览室南区,西校区,3,365,13,15954
第二阅览室南区,西校区,3,366,13,15955
第二阅览室南区,西校区,3,367,13,15916
第二阅览室南区,西校区,3,368,13,15917
第二阅览室南区,西校区,3,369,13,15878
第二阅览室南区,西校区,3,370,13,15879
